timestamp,value
10/18/2019,1729
10/21/2019,1735.5
10/22/2019,1707.5
10/23/2019,1712
10/24/2019,1715
10/25/2019,1710.5
10/28/2019,1727
10/29/2019,1737.5
10/30/2019,1746.5
10/31/2019,1742.5
11/1/2019,1766
11/4/2019,1787
11/5/2019,1813.5
11/6/2019,1817.5
11/7/2019,1817.5
11/8/2019,1827.5
11/11/2019,1805
11/12/2019,1765.5
11/13/2019,1768
11/14/2019,1756
11/15/2019,1741
11/18/2019,1744
11/19/2019,1734.5
11/20/2019,1748
11/21/2019,1753
11/22/2019,1750
11/25/2019,1753
11/26/2019,1750.5
11/27/2019,1770.5
11/28/2019,1765
11/29/2019,1785.5
12/2/2019,1789.5
12/3/2019,1802
12/4/2019,1771
12/5/2019,1756
12/6/2019,1750.5
12/9/2019,1766
12/10/2019,1750
12/11/2019,1751.5
12/12/2019,1755
12/13/2019,1763.5
12/16/2019,1763
12/17/2019,1754
12/18/2019,1758
12/19/2019,1765.5
12/20/2019,1770.5
12/23/2019,1771.5
12/24/2019,1790.5
12/27/2019,1789
12/30/2019,1791
12/31/2019,1800
1/2/2020,1772
1/3/2020,1758
1/6/2020,1791
1/7/2020,1794
1/8/2020,1771.5
1/9/2020,1771
1/10/2020,1771.5
1/13/2020,1766.5
1/14/2020,1767.5
1/15/2020,1778.5
1/16/2020,1794
1/17/2020,1796
1/20/2020,1807
1/21/2020,1810.5
1/22/2020,1807.5
1/23/2020,1781.5
1/24/2020,1775.5
1/27/2020,1755.5
1/28/2020,1744.5
1/29/2020,1732.5
1/30/2020,1722.5
1/31/2020,1709.5
2/3/2020,1694.5
2/4/2020,1687
2/5/2020,1688
2/6/2020,1698
2/7/2020,1693.5
2/10/2020,1676
2/11/2020,1689.5
2/12/2020,1707
2/13/2020,1701.5
2/14/2020,1704.5
2/17/2020,1678.5
2/18/2020,1681
2/19/2020,1686
2/20/2020,1687
2/21/2020,1677
2/24/2020,1672.5
2/25/2020,1685
2/26/2020,1676.5
2/27/2020,1671
2/28/2020,1663
3/2/2020,1684.5
3/3/2020,1706
