,timestamp,value
926,9/2/2019,1716.5
927,9/3/2019,1714.5
928,9/4/2019,1734.5
929,9/5/2019,1754.5
930,9/6/2019,1761.5
931,9/9/2019,1769
932,9/10/2019,1776
933,9/11/2019,1792.5
934,9/12/2019,1774
935,9/13/2019,1768
936,9/16/2019,1770.5
937,9/17/2019,1746.5
938,9/18/2019,1751
939,9/19/2019,1762.5
940,9/20/2019,1766
941,9/23/2019,1756
942,9/24/2019,1751.5
943,9/25/2019,1736
944,9/26/2019,1724
945,9/27/2019,1713
946,9/30/2019,1703.5
947,10/1/2019,1705.5
948,10/2/2019,1697
949,10/3/2019,1697
950,10/4/2019,1701.5
951,10/7/2019,1713
952,10/8/2019,1732
953,10/9/2019,1729
954,10/10/2019,1738
955,10/11/2019,1721
956,10/14/2019,1704.5
957,10/15/2019,1702
958,10/16/2019,1703.5
959,10/17/2019,1726
960,10/18/2019,1729
961,10/21/2019,1735.5
962,10/22/2019,1707.5
963,10/23/2019,1712
964,10/24/2019,1715
965,10/25/2019,1710.5
966,10/28/2019,1727
967,10/29/2019,1737.5
968,10/30/2019,1746.5
969,10/31/2019,1742.5
970,11/1/2019,1766
971,11/4/2019,1787
972,11/5/2019,1813.5
973,11/6/2019,1817.5
974,11/7/2019,1817.5
975,11/8/2019,1827.5
976,11/11/2019,1805
977,11/12/2019,1765.5
978,11/13/2019,1768
979,11/14/2019,1756
980,11/15/2019,1741
981,11/18/2019,1744
982,11/19/2019,1734.5
983,11/20/2019,1748
984,11/21/2019,1753
985,11/22/2019,1750
986,11/25/2019,1753
987,11/26/2019,1750.5
988,11/27/2019,1770.5
989,11/28/2019,1765
990,11/29/2019,1785.5
991,12/2/2019,1789.5
992,12/3/2019,1802
993,12/4/2019,1771
994,12/5/2019,1756
995,12/6/2019,1750.5
996,12/9/2019,1766
997,12/10/2019,1750
998,12/11/2019,1751.5
999,12/12/2019,1755
1000,12/13/2019,1763.5
1001,12/16/2019,1763
1002,12/17/2019,1754
1003,12/18/2019,1758
1004,12/19/2019,1765.5
1005,12/20/2019,1770.5
1006,12/23/2019,1771.5
1007,12/24/2019,1790.5
1008,12/27/2019,1789
1009,12/30/2019,1791
1010,12/31/2019,1800
1011,1/2/2020,1772
1012,1/3/2020,1758
1013,1/6/2020,1791
1014,1/7/2020,1794
