timestamp,value
01-01-2016,1466
02-01-2016,1466
03-01-2016,1466
04-01-2016,1466
05-01-2016,1473
06-01-2016,1457
07-01-2016,1455
08-01-2016,1476
09-01-2016,1471.5
10-01-2016,1471.5
11-01-2016,1471.5
12-01-2016,1457
13-01-2016,1453
14-01-2016,1478
15-01-2016,1467.5
16-01-2016,1486.5
17-01-2016,1486.5
18-01-2016,1486.5
19-01-2016,1494
20-01-2016,1461.5
21-01-2016,1470
22-01-2016,1497.5
23-01-2016,1480
24-01-2016,1480
25-01-2016,1480
26-01-2016,1480.5
27-01-2016,1508
28-01-2016,1527
29-01-2016,1529.5
30-01-2016,1520
31-01-2016,1520
01-02-2016,1520
02-02-2016,1524.5
03-02-2016,1514
04-02-2016,1532
05-02-2016,1531
06-02-2016,1496
07-02-2016,1496
08-02-2016,1496
09-02-2016,1492
10-02-2016,1499
11-02-2016,1494
12-02-2016,1499
13-02-2016,1505.5
14-02-2016,1505.5
15-02-2016,1505.5
16-02-2016,1528.5
17-02-2016,1520
18-02-2016,1530
19-02-2016,1552
20-02-2016,1573
21-02-2016,1573
22-02-2016,1573
23-02-2016,1575.5
24-02-2016,1552
25-02-2016,1600
26-02-2016,1588.5
27-02-2016,1621.5
28-02-2016,1621.5
29-02-2016,1621.5
01-03-2016,1590.5
02-03-2016,1597
03-03-2016,1603.5
04-03-2016,1587.5
05-03-2016,1600
06-03-2016,1600
07-03-2016,1600
08-03-2016,1590
09-03-2016,1564
10-03-2016,1565
11-03-2016,1548.5
12-03-2016,1532.5
13-03-2016,1532.5
14-03-2016,1532.5
15-03-2016,1508
16-03-2016,1495
17-03-2016,1503.5
18-03-2016,1498
19-03-2016,1486
20-03-2016,1486
21-03-2016,1486
22-03-2016,1481
23-03-2016,1480
24-03-2016,1469.5
25-03-2016,1473
26-03-2016,1473
27-03-2016,1473
28-03-2016,1473
29-03-2016,1473
30-03-2016,1478
31-03-2016,1491.5
01-04-2016,1524
02-04-2016,1523
03-04-2016,1523
04-04-2016,1523
05-04-2016,1498
06-04-2016,1481
07-04-2016,1485
08-04-2016,1492
09-04-2016,1493.5
10-04-2016,1493.5
11-04-2016,1493.5
12-04-2016,1514
13-04-2016,1545.5
14-04-2016,1548.5
15-04-2016,1535
16-04-2016,1547
17-04-2016,1547
18-04-2016,1547
19-04-2016,1565.5
20-04-2016,1598
21-04-2016,1628
22-04-2016,1635
23-04-2016,1641
24-04-2016,1641
25-04-2016,1641
26-04-2016,1632
27-04-2016,1642.5
28-04-2016,1649
29-04-2016,1673
30-04-2016,1629
01-05-2016,1629
02-05-2016,1629
03-05-2016,1629
04-05-2016,1611
05-05-2016,1601.5
06-05-2016,1599
07-05-2016,1556.5
08-05-2016,1556.5
09-05-2016,1556.5
10-05-2016,1542.5
11-05-2016,1560
12-05-2016,1545
13-05-2016,1529
14-05-2016,1525.5
15-05-2016,1525.5
16-05-2016,1525.5
17-05-2016,1532
18-05-2016,1529.5
19-05-2016,1536
20-05-2016,1559
21-05-2016,1526
22-05-2016,1526
23-05-2016,1526
24-05-2016,1553
25-05-2016,1539
26-05-2016,1553
27-05-2016,1552
28-05-2016,1548
29-05-2016,1548
30-05-2016,1548
31-05-2016,1548
01-06-2016,1544
02-06-2016,1559
03-06-2016,1543
04-06-2016,1548
05-06-2016,1548
06-06-2016,1548
07-06-2016,1541
08-06-2016,1596
09-06-2016,1591.5
10-06-2016,1584
11-06-2016,1581.5
12-06-2016,1581.5
13-06-2016,1581.5
14-06-2016,1605
15-06-2016,1613.5
16-06-2016,1592.5
17-06-2016,1602.5
18-06-2016,1607.5
19-06-2016,1607.5
20-06-2016,1607.5
21-06-2016,1623.5
22-06-2016,1624
23-06-2016,1628
24-06-2016,1600.5
25-06-2016,1592
26-06-2016,1592
27-06-2016,1592
28-06-2016,1602.5
29-06-2016,1614
30-06-2016,1635
01-07-2016,1645
02-07-2016,1653
03-07-2016,1653
04-07-2016,1653
05-07-2016,1624
06-07-2016,1623.5
07-07-2016,1637
08-07-2016,1640.5
09-07-2016,1653
10-07-2016,1653
11-07-2016,1653
12-07-2016,1646
13-07-2016,1669.5
14-07-2016,1672
15-07-2016,1682
16-07-2016,1645
17-07-2016,1645
18-07-2016,1645
19-07-2016,1643
20-07-2016,1609
21-07-2016,1594.5
22-07-2016,1600
23-07-2016,1601
24-07-2016,1601
25-07-2016,1601
26-07-2016,1590.5
27-07-2016,1584
28-07-2016,1598
29-07-2016,1616
30-07-2016,1645.5
31-07-2016,1645.5
01-08-2016,1645.5
02-08-2016,1635.5
03-08-2016,1620
04-08-2016,1616
05-08-2016,1628
06-08-2016,1645
07-08-2016,1645
08-08-2016,1645
09-08-2016,1626
10-08-2016,1646
11-08-2016,1630
12-08-2016,1635
13-08-2016,1644.5
14-08-2016,1644.5
15-08-2016,1644.5
16-08-2016,1676
17-08-2016,1685.5
18-08-2016,1690.5
19-08-2016,1648.5
20-08-2016,1652
21-08-2016,1652
22-08-2016,1652
23-08-2016,1653
24-08-2016,1656.5
25-08-2016,1624
26-08-2016,1627.5
27-08-2016,1627.5
28-08-2016,1627.5
29-08-2016,1627.5
30-08-2016,1627.5
31-08-2016,1601
01-09-2016,1587
02-09-2016,1592
03-09-2016,1568.5
04-09-2016,1568.5
05-09-2016,1568.5
06-09-2016,1573.5
07-09-2016,1582.5
08-09-2016,1566
09-09-2016,1567.5
10-09-2016,1545.5
11-09-2016,1545.5
12-09-2016,1545.5
13-09-2016,1556.5
14-09-2016,1552.5
15-09-2016,1560
16-09-2016,1560
17-09-2016,1558.5
18-09-2016,1558.5
19-09-2016,1558.5
20-09-2016,1563
21-09-2016,1570
22-09-2016,1611.5
23-09-2016,1637.5
24-09-2016,1620
25-09-2016,1620
26-09-2016,1620
27-09-2016,1648
28-09-2016,1648.5
29-09-2016,1653
30-09-2016,1658.5
01-10-2016,1650
02-10-2016,1650
03-10-2016,1650
04-10-2016,1670.5
05-10-2016,1662.5
06-10-2016,1667.5
07-10-2016,1675
08-10-2016,1678
09-10-2016,1678
10-10-2016,1678
